@relation ellipsoid.50d10c.1

@attribute F1 numeric
@attribute F2 numeric
@attribute F3 numeric
@attribute F4 numeric
@attribute F5 numeric
@attribute F6 numeric
@attribute F7 numeric
@attribute F8 numeric
@attribute F9 numeric
@attribute F10 numeric
@attribute F11 numeric
@attribute F12 numeric
@attribute F13 numeric
@attribute F14 numeric
@attribute F15 numeric
@attribute F16 numeric
@attribute F17 numeric
@attribute F18 numeric
@attribute F19 numeric
@attribute F20 numeric
@attribute F21 numeric
@attribute F22 numeric
@attribute F23 numeric
@attribute F24 numeric
@attribute F25 numeric
@attribute F26 numeric
@attribute F27 numeric
@attribute F28 numeric
@attribute F29 numeric
@attribute F30 numeric
@attribute F31 numeric
@attribute F32 numeric
@attribute F33 numeric
@attribute F34 numeric
@attribute F35 numeric
@attribute F36 numeric
@attribute F37 numeric
@attribute F38 numeric
@attribute F39 numeric
@attribute F40 numeric
@attribute F41 numeric
@attribute F42 numeric
@attribute F43 numeric
@attribute F44 numeric
@attribute F45 numeric
@attribute F46 numeric
@attribute F47 numeric
@attribute F48 numeric
@attribute F49 numeric
@attribute F50 numeric
@attribute class{Cluster1,Cluster2,Cluster3,Cluster4,Cluster5,Cluster6,Cluster7,Cluster8,Cluster9,Cluster10}

@data
-0.036138,0.196907,-0.092664,-0.036346,0.333935,-0.1383,0.054319,0.104848,-0.001284,-0.184879,-0.104329,-0.177263,0.187637,-0.049511,-0.202234,-0.141397,-0.194845,-0.088873,-0.06615,-0.151866,-0.021363,0.144584,0.000695,0.029135,0.150416,0.107863,0.196376,0.10792,-0.078143,-0.02429,-0.23779,0.031529,0.238738,-0.136923,-0.107864,-0.173909,0.430477,-0.131632,-0.078716,-0.293462,-0.030335,0.279018,-0.108811,0.118265,-0.014721,-0.091042,0.384236,-0.154876,-0.175073,0.09549,Cluster4
-0.16394,0.427971,-0.290507,-0.032754,0.495168,-0.11169,0.037511,0.273681,-0.038955,-0.408211,-0.196489,-0.428332,0.420802,-0.100543,-0.205275,-0.254669,-0.445341,-0.146988,-0.151527,-0.24102,-0.01077,0.093422,-0.071697,-0.071656,0.237963,0.029196,0.321023,0.313907,-0.111473,-0.108197,-0.52419,-0.001333,0.306356,-0.202938,-0.233041,-0.278546,0.825658,-0.142857,-0.16648,-0.457635,-0.047008,0.454103,-0.189509,0.167331,-0.060078,-0.201597,0.663601,-0.282492,-0.34082,0.234159,Cluster4
-0.02853,0.147575,-0.050439,0.016404,0.221567,-0.027961,0.031971,0.090975,-0.038111,-0.163346,-0.040232,-0.117899,0.106457,-0.024303,-0.086585,-0.105338,-0.206592,-0.054514,-0.050566,-0.111649,-0.01044,0.047329,-0.022231,-0.039839,0.112623,0.04217,0.138944,0.095264,-0.011492,0.006924,-0.162564,0.015868,0.125539,-0.064228,-0.083559,-0.085681,0.266075,-0.078775,-0.030122,-0.137123,-0.017207,0.128502,-0.060318,0.08892,0.001849,-0.100427,0.221616,-0.095179,-0.119575,0.039974,Cluster4
-0.009884,0.110345,-0.027858,0.014952,0.189912,-0.038192,0.02235,0.079118,-0.04031,-0.125662,-0.035769,-0.089349,0.06403,-0.014039,-0.084467,-0.083922,-0.176037,-0.039931,-0.039671,-0.113662,-0.006384,0.03936,0.001366,-0.006109,0.091706,0.033063,0.11882,0.053704,0.001329,0.025797,-0.139409,0.024537,0.119675,-0.058854,-0.067735,-0.063421,0.204255,-0.041772,-0.01925,-0.086354,0.000809,0.104138,-0.061876,0.083921,0.008971,-0.053863,0.186066,-0.075413,-0.105896,0.032911,Cluster4
-0.165622,0.473372,-0.314349,-0.035126,0.55158,-0.122013,0.030603,0.292415,-0.011074,-0.485871,-0.242621,-0.44039,0.467393,-0.089341,-0.19502,-0.26424,-0.467445,-0.152884,-0.127918,-0.249656,0.032663,0.106207,-0.065116,-0.124629,0.261617,0.01145,0.350638,0.348118,-0.096309,-0.123579,-0.605678,0.010504,0.325065,-0.209951,-0.293111,-0.327035,0.900184,-0.182828,-0.2046,-0.515262,-0.038409,0.519077,-0.197621,0.164866,-0.046838,-0.195589,0.723972,-0.313641,-0.350363,0.222659,Cluster4
-0.022698,0.169995,-0.008607,0.057438,0.238149,-0.019263,0.006344,0.087144,-0.117236,-0.181212,-0.059734,-0.132512,0.161995,0.035879,-0.146472,-0.065434,-0.16147,-0.070704,-0.009151,-0.06594,-0.060796,0.039281,-0.063845,-0.048643,0.158238,0.045434,0.156534,0.059081,-0.003905,0.0252,-0.120926,0.101458,0.209445,-0.026121,-0.113635,-0.044954,0.196206,-0.028913,-0.025108,-0.051651,-0.048851,0.03808,-0.020785,0.124418,-0.000262,-0.094254,0.210026,-0.087298,-0.037823,0.064352,Cluster4
0.004828,0.091679,0.021379,0.001094,0.180274,-0.013834,0.021566,0.054051,-0.018906,-0.114421,0.015278,-0.055753,0.064714,0.030896,-0.085182,-0.081741,-0.147333,-0.042926,-0.032443,-0.096785,0.005837,0.018197,-0.002235,-0.027483,0.093871,0.074358,0.070752,0.007333,0.004474,0.068722,-0.102941,-0.002911,0.07288,-0.04832,-0.095064,-0.060261,0.15315,-0.030495,-0.002283,-0.089771,0.007389,0.059043,-0.077296,0.072375,-0.003912,-0.035528,0.154991,-0.083489,-0.075945,-0.004505,Cluster4
-0.126665,0.346868,-0.2685,-0.006707,0.355427,-0.047358,0.081975,0.234819,-0.074488,-0.317129,-0.164845,-0.31306,0.261544,-0.056172,-0.090265,-0.162881,-0.319497,-0.099569,-0.129877,-0.117806,-0.008057,0.157574,-0.014936,-0.131219,0.155551,-0.032716,0.28983,0.194193,-0.060751,-0.05654,-0.336365,-0.031728,0.293652,-0.087505,-0.172114,-0.243597,0.647664,-0.146231,-0.12457,-0.357036,-0.026587,0.314014,-0.094428,0.054352,-0.035492,-0.093458,0.511189,-0.19185,-0.250919,0.07571,Cluster4
0.05742,0.023587,0.059733,-0.000349,0.129843,0.013769,-0.010358,0.074968,-0.080036,-0.038694,-0.030985,0.009925,-0.03822,-0.02017,-0.054511,-0.049771,-0.010916,-0.01026,-0.021767,-0.029174,0.011229,0.073214,0.006196,0.014647,-0.029593,0.038982,0.02398,0.01973,0.029178,0.110325,0.000969,0.059652,0.044078,-0.07149,0.02325,0.034407,0.090069,-0.06975,0.037422,0.095464,-0.041567,-0.021513,-0.077072,0.077839,0.027759,-0.081593,0.064154,0.008664,-0.018315,0.045025,Cluster4
-0.042726,0.165453,-0.035243,0.032652,0.24996,-0.050557,0.072713,0.133371,-0.039126,-0.227219,-0.049159,-0.17688,0.139209,-0.02948,-0.08104,-0.097183,-0.279692,-0.006872,-0.091072,-0.14704,-0.063189,0.100313,0.024605,-0.030961,0.132625,0.059053,0.141666,0.073082,-0.030131,-0.015247,-0.214885,-0.015179,0.190872,-0.064639,-0.084554,-0.097787,0.357261,-0.117945,0.019429,-0.154004,-0.02404,0.197782,-0.12446,0.098405,-0.077029,-0.094242,0.304192,-0.099658,-0.154026,0.083198,Cluster4
-0.089076,0.340251,-0.230247,0.015267,0.378823,-0.150573,-0.002085,0.205467,-0.043681,-0.343815,-0.180938,-0.315376,0.288453,-0.118558,-0.162622,-0.201919,-0.371243,-0.102918,-0.066888,-0.237242,0.023395,0.10451,-0.05164,-0.097669,0.220488,0.028881,0.276236,0.283314,0.007873,-0.118517,-0.414328,-0.034105,0.297366,-0.126258,-0.253684,-0.168627,0.691179,-0.226092,-0.139316,-0.333279,0.000908,0.368488,-0.168299,0.132631,-0.057908,-0.120009,0.539721,-0.225815,-0.252961,0.11526,Cluster4
0.048511,0.006616,0.071135,0.033441,0.073149,-0.004087,0.01347,0.011503,-0.050483,-0.01839,0.038499,0.017595,-0.063901,0.017712,-0.0328,-0.02853,-0.088069,-0.014842,-0.023893,-0.060617,-0.005418,0.019616,0.023815,-0.004935,0.018173,0.047404,0.038612,-0.044553,0.031074,0.084892,0.018302,0.037314,0.059981,0.014062,0.009618,0.00783,-0.016544,-0.034485,0.028854,0.046399,0.011519,-0.043428,-0.018835,0.05909,0.027884,-0.011473,0.005687,-0.030115,0.002416,-0.027435,Cluster4
-0.080813,0.271663,-0.150163,-0.018227,0.344557,-0.055703,0.044078,0.162633,-0.040685,-0.302179,-0.118725,-0.26982,0.230152,-0.029136,-0.146038,-0.168813,-0.305358,-0.094806,-0.08462,-0.188333,0.021794,0.09423,-0.040067,-0.062952,0.159261,0.026553,0.233057,0.168996,-0.032529,-0.042887,-0.340216,0.029374,0.184844,-0.13084,-0.171124,-0.187355,0.534103,-0.115464,-0.088283,-0.292635,0.001217,0.295426,-0.108337,0.123667,-0.030019,-0.106679,0.408179,-0.190244,-0.223576,0.128549,Cluster4
-0.159928,0.395668,-0.257835,-0.030701,0.48186,-0.100786,0.037084,0.24252,-0.050391,-0.41836,-0.203124,-0.400767,0.379989,-0.080767,-0.1759,-0.239629,-0.394014,-0.141568,-0.132524,-0.202772,0.008293,0.096857,-0.062778,-0.095327,0.211874,0.016747,0.296358,0.29271,-0.096714,-0.102452,-0.51603,-0.007558,0.279362,-0.182125,-0.238699,-0.259964,0.775345,-0.140353,-0.182992,-0.436181,-0.032939,0.459491,-0.177122,0.146528,-0.051162,-0.181476,0.610034,-0.254211,-0.297893,0.199466,Cluster4
-0.04903,0.188008,-0.172674,-0.111424,0.353502,-0.03448,-0.007586,0.103107,-0.024641,-0.249831,-0.06118,-0.221574,0.222069,-0.125709,-0.188397,-0.280392,-0.243509,-0.036964,-0.003905,-0.208824,-0.031941,-0.062293,-0.05938,-0.064112,0.093381,0.030562,0.159104,0.198055,0.036677,-0.030088,-0.254305,-0.05284,0.258596,-0.11327,-0.024118,-0.086329,0.463636,-0.152693,-0.02604,-0.312113,0.000776,0.194232,-0.126133,0.101276,-0.008003,-0.079858,0.37829,-0.26024,-0.260507,0.053448,Cluster4
-0.00906,0.0953,-0.009711,0.02707,0.160338,-0.007907,0.019706,0.066754,-0.066269,-0.082831,-0.016022,-0.078687,0.021411,-0.019782,-0.064564,-0.102953,-0.150395,-0.06276,-0.015405,-0.128768,-0.016037,0.041233,-0.017846,-0.02419,0.082858,0.004917,0.072202,0.013277,0.021823,0.037995,-0.105519,0.020171,0.116104,-0.04554,-0.0165,-0.035449,0.17511,-0.019888,0.001057,-0.07603,0.001258,0.049435,-0.064002,0.100889,0.002191,-0.052637,0.149125,-0.082333,-0.098339,0.043549,Cluster4
0.047803,0.021063,0.077565,0.037281,0.065689,-0.05328,0.016319,0.00423,-0.055901,-0.02032,0.040334,-0.006475,-0.042049,0.045532,-0.067194,-0.101543,-0.081561,0.018197,-0.027952,-0.077957,0.030332,0.026381,0.016658,0.039289,0.046779,0.04955,0.063324,-0.047484,0.045035,0.087686,0.020653,0.025076,0.111396,0.008536,-0.026392,-0.006116,0.029829,-0.014808,0.028133,0.073,0.01735,-0.054075,-0.012907,0.021263,-0.01897,-0.022806,0.004119,-0.018418,-0.037283,-0.023187,Cluster4
-0.162964,0.444985,-0.307501,-0.016962,0.511463,-0.078196,0.057922,0.265491,-0.057344,-0.472111,-0.213398,-0.429473,0.414231,-0.089301,-0.203757,-0.268095,-0.422388,-0.148611,-0.152732,-0.208001,0.000069,0.110508,-0.061199,-0.114742,0.257473,-0.008068,0.2841,0.313166,-0.090573,-0.121946,-0.560953,-0.026377,0.293577,-0.202055,-0.269368,-0.270844,0.836964,-0.159371,-0.202796,-0.482205,-0.039206,0.47728,-0.148981,0.142788,-0.070212,-0.238284,0.660432,-0.274132,-0.335917,0.199187,Cluster4
-0.07789,0.223978,-0.11551,-0.019935,0.300777,-0.072098,0.044541,0.178941,-0.033384,-0.277708,-0.1388,-0.229371,0.23867,-0.063114,-0.172379,-0.151747,-0.284092,-0.112728,-0.083552,-0.160856,-0.01472,0.062563,-0.024154,-0.078179,0.146057,0.020052,0.199877,0.146978,-0.041968,0.022416,-0.309226,0.013606,0.162554,-0.058233,-0.163851,-0.18551,0.503421,-0.036478,-0.064955,-0.286463,-0.007913,0.302934,-0.104854,0.137343,-0.008002,-0.101774,0.400891,-0.128837,-0.1985,0.14106,Cluster4
-0.127315,0.37398,-0.23504,-0.012038,0.449477,-0.085152,0.045159,0.231693,-0.038589,-0.398829,-0.183124,-0.346234,0.340635,-0.062957,-0.16651,-0.224875,-0.374233,-0.129177,-0.110703,-0.192054,0.013383,0.092088,-0.049515,-0.083652,0.214986,0.027052,0.281823,0.25886,-0.072822,-0.088554,-0.471159,0.009574,0.263266,-0.158069,-0.22738,-0.242474,0.714161,-0.13054,-0.15195,-0.398128,-0.018187,0.408145,-0.155455,0.142105,-0.060566,-0.183284,0.569178,-0.240018,-0.281906,0.192493,Cluster4
-0.003411,0.214284,-0.067196,0.016583,0.239772,-0.014048,0.025546,0.125074,-0.01197,-0.212414,-0.067434,-0.169983,0.159844,-0.005425,-0.120018,-0.147811,-0.241784,-0.083349,-0.023627,-0.131234,-0.000266,0.040095,-0.006177,-0.032287,0.09458,0.024801,0.176367,0.086649,-0.023897,-0.029887,-0.174049,0.027796,0.134569,-0.062783,-0.084715,-0.11274,0.345911,-0.065842,-0.063585,-0.156229,0.014118,0.221312,-0.080886,0.121011,0.04719,-0.100933,0.286063,-0.139253,-0.134011,0.065134,Cluster4
0.02629,0.049936,0.051461,0.01651,0.108736,-0.006154,0.00483,0.029309,-0.063988,-0.026853,0.026052,0.005242,-0.047368,0.016842,-0.029644,-0.052589,-0.102376,-0.026758,-0.004779,-0.042119,0.004528,-0.0063,0.011726,0.017812,0.020908,0.028579,0.05235,-0.041615,0.045714,0.089351,0.008824,0.025454,0.079997,-0.013703,-0.024219,0.006482,0.025669,-0.036872,0.064097,0.036424,-0.015619,0.009957,-0.000095,0.077226,0.028099,0.014886,0.022604,-0.052485,-0.003392,0.004019,Cluster4
-0.08096,0.237257,-0.169348,0.017576,0.360559,-0.080111,0.04991,0.19263,-0.039094,-0.330804,-0.134963,-0.167974,0.268823,-0.006286,-0.201341,-0.159887,-0.334726,-0.051117,-0.060135,-0.141794,0.011599,0.092998,-0.002019,-0.077335,0.179369,0.079412,0.215117,0.205497,-0.076715,-0.049486,-0.303301,0.039781,0.245753,-0.15826,-0.114403,-0.143835,0.577839,-0.075577,-0.020532,-0.304592,-0.030884,0.309339,-0.176334,0.105232,0.010255,-0.113957,0.389462,-0.131608,-0.19137,0.071266,Cluster4
-0.021931,0.144592,-0.049746,0.009172,0.215854,-0.039579,0.028837,0.089726,-0.052913,-0.156463,-0.046217,-0.122566,0.09288,-0.016298,-0.086496,-0.100119,-0.198102,-0.054633,-0.049013,-0.120115,-0.002628,0.04867,-0.005136,-0.017659,0.099657,0.039938,0.137753,0.074634,-0.003598,0.016837,-0.159043,0.018729,0.133022,-0.055332,-0.081186,-0.081171,0.260728,-0.067167,-0.034758,-0.121777,-0.008892,0.123755,-0.074695,0.093226,-0.003641,-0.066956,0.217123,-0.096636,-0.109743,0.048244,Cluster4
-0.085364,0.260154,-0.127862,-0.011647,0.342944,-0.071676,0.034268,0.173616,-0.05156,-0.260438,-0.106516,-0.233176,0.223692,-0.056267,-0.118603,-0.166859,-0.288367,-0.094963,-0.090809,-0.157628,0.003697,0.068221,-0.030288,-0.082801,0.156596,0.034749,0.204291,0.161589,-0.047761,-0.028232,-0.320047,0.013107,0.172513,-0.104222,-0.154461,-0.153982,0.498703,-0.073944,-0.079549,-0.288592,-0.027635,0.251325,-0.12523,0.119386,-0.060862,-0.100529,0.409601,-0.17505,-0.19832,0.100173,Cluster4
-0.006154,0.053656,0.019897,0.035388,0.131532,-0.015894,0.028094,0.035529,-0.043102,-0.06481,-0.006734,-0.05675,0.000411,-0.000857,-0.059372,-0.041577,-0.128552,-0.043107,-0.020315,-0.093848,0.000833,0.017766,0.022763,0.004574,0.055719,0.042132,0.074055,0.016811,0.036353,0.063213,-0.065996,0.029893,0.082117,-0.01869,-0.024274,-0.019119,0.090809,-0.043966,0.009587,-0.029694,-0.001028,0.033426,-0.055153,0.079003,0.01605,-0.029972,0.08599,-0.05664,-0.036525,0.003717,Cluster4
-0.081631,0.271937,-0.132007,0.020158,0.310155,-0.059429,0.039056,0.091821,-0.049161,-0.207592,-0.075195,-0.247347,0.16571,-0.061373,-0.135862,-0.063262,-0.21637,-0.138953,-0.116375,-0.153199,0.062222,0.108647,-0.012809,-0.125531,0.126392,0.068219,0.193963,0.153419,0.018424,-0.003581,-0.311065,0.022673,0.197923,-0.087334,-0.105412,-0.182903,0.411341,-0.149616,-0.091198,-0.216308,-0.018192,0.253918,-0.186444,0.167008,0.020082,-0.126016,0.36031,-0.13316,-0.12827,0.12907,Cluster4
-0.108236,0.317838,-0.19299,-0.018147,0.390368,-0.073392,0.047671,0.198779,-0.04142,-0.345714,-0.151903,-0.306582,0.287891,-0.064161,-0.16207,-0.201358,-0.3362,-0.121688,-0.099794,-0.185148,0.000384,0.078834,-0.04344,-0.075514,0.185749,0.025189,0.246935,0.222801,-0.054252,-0.067574,-0.401258,0.006365,0.233671,-0.139379,-0.187065,-0.207822,0.621971,-0.13064,-0.126024,-0.33314,-0.038091,0.349557,-0.141487,0.128288,-0.032597,-0.138769,0.491836,-0.207845,-0.239109,0.148396,Cluster4
-0.102477,0.261506,-0.081044,-0.025729,0.312564,-0.049916,0.038278,0.135881,-0.051929,-0.296176,-0.134164,-0.276736,0.244073,0.009411,-0.156816,-0.197475,-0.263313,-0.107378,-0.054964,-0.135834,0.035371,0.08926,-0.046458,-0.047684,0.15674,0.01093,0.225882,0.193892,-0.056077,-0.04068,-0.302118,0.026705,0.229194,-0.113756,-0.116833,-0.153961,0.485126,-0.092171,-0.097282,-0.234906,-0.02632,0.273748,-0.101203,0.114494,-0.01593,-0.127651,0.403901,-0.17242,-0.148727,0.090811,Cluster4
0.011522,0.078516,0.060054,0.027275,0.252513,-0.084724,0.003803,0.034179,-0.08045,-0.085676,-0.016577,-0.117666,0.052777,0.010057,-0.084955,0.025916,-0.183079,0.016727,0.022499,-0.103525,-0.042075,0.134433,0.012476,-0.000939,0.113996,0.037903,0.040772,0.122983,0.030831,0.092864,-0.014759,-0.014048,0.252552,0.003245,-0.036264,-0.0795,0.24957,-0.08939,0.001623,-0.093069,-0.02172,0.121695,-0.034971,0.067437,0.052839,-0.061297,0.225659,-0.079852,-0.069897,0.039055,Cluster4
-0.064877,0.247171,-0.113704,-0.013591,0.297697,-0.10698,0.037019,0.137897,-0.031846,-0.246227,-0.094188,-0.198843,0.190241,-0.027305,-0.136195,-0.145195,-0.250709,-0.090103,-0.047576,-0.142743,-0.005529,0.056338,-0.037348,-0.014519,0.150335,0.048029,0.191676,0.142163,-0.022972,-0.011893,-0.249948,0.011442,0.177381,-0.085565,-0.120237,-0.144965,0.416695,-0.08679,-0.076989,-0.208682,-0.025461,0.223281,-0.095734,0.104262,-0.018131,-0.120103,0.349784,-0.141567,-0.182369,0.089338,Cluster4
-0.021771,0.295347,-0.262615,-0.007011,0.40448,-0.024522,0.00549,0.259711,-0.010723,-0.22936,-0.165404,-0.267441,0.27578,-0.123505,-0.110574,-0.149499,-0.272506,-0.085435,-0.064046,-0.123256,0.050091,0.107035,-0.011877,-0.090354,0.173111,0.10317,0.283482,0.154185,-0.107848,-0.102378,-0.451367,-0.019419,0.240635,-0.228509,-0.200359,-0.227085,0.580411,-0.108723,-0.153255,-0.322379,-0.036925,0.377166,-0.192587,0.178302,-0.014425,-0.134215,0.427879,-0.245995,-0.227372,0.16083,Cluster4
-0.080767,0.129342,-0.089054,-0.007386,0.272243,-0.049546,0.035376,0.17398,-0.020911,-0.277689,-0.133271,-0.231908,0.296103,-0.03562,-0.009004,-0.130624,-0.313289,-0.07979,-0.07486,-0.14095,0.040991,0.078222,0.01888,-0.088827,0.162772,0.018198,0.154124,0.164223,-0.076466,0.004155,-0.359856,0.001318,0.191637,-0.123317,-0.108669,-0.103789,0.503861,-0.079474,-0.068038,-0.292576,0.049952,0.238596,-0.084429,0.066333,0.017593,-0.154963,0.34041,-0.204049,-0.154703,0.076904,Cluster4
0.032749,0.111829,0.009998,-0.017624,0.191857,0.037474,-0.017578,0.025802,-0.113718,-0.114357,-0.047423,-0.045224,0.079385,-0.043237,-0.06308,-0.138598,-0.144052,-0.006797,-0.08111,-0.046069,-0.05939,-0.024693,0.091649,-0.019359,-0.04817,-0.027284,0.161309,-0.047365,0.076487,0.069721,-0.006756,0.056459,0.069276,-0.009968,-0.070888,0.014536,0.098045,-0.007042,-0.023467,-0.107884,-0.091858,0.052812,-0.046348,0.104915,-0.045951,-0.009567,0.146488,-0.001119,0.011375,0.012635,Cluster4
-0.202893,0.417411,-0.28579,0.057765,0.506228,-0.088176,0.053973,0.3507,-0.033622,-0.426907,-0.128865,-0.413863,0.355396,-0.058691,-0.133843,-0.209859,-0.359816,-0.179764,-0.041601,-0.19839,0.038796,0.054984,-0.109351,-0.087978,0.228389,0.04427,0.320947,0.346922,-0.108072,-0.118425,-0.44254,-0.023159,0.332782,-0.122796,-0.227453,-0.321349,0.743363,-0.21009,-0.240663,-0.444542,0.079472,0.558089,-0.217701,0.178323,-0.028461,-0.179394,0.68141,-0.209642,-0.354221,0.202858,Cluster4
0.003454,0.122524,-0.028217,-0.024421,0.156628,-0.026953,0.025851,0.070401,-0.034422,-0.096373,-0.022304,-0.067066,0.018102,-0.04793,-0.074372,-0.065011,-0.15511,-0.040487,-0.028678,-0.085682,-0.027347,0.005631,0.016403,-0.027123,0.068742,0.052785,0.101739,0.032974,0.034082,0.07028,-0.073466,0.051525,0.103149,-0.022684,-0.06238,-0.053201,0.135405,-0.062221,0.000162,-0.049292,-0.035936,0.058068,-0.036352,0.104908,0.000318,-0.089315,0.148103,-0.038968,-0.063888,-0.007613,Cluster4
-0.211591,0.383917,-0.186969,-0.002606,0.367877,-0.126951,-0.046406,0.10618,-0.074084,-0.470561,-0.192374,-0.270955,0.313628,-0.033419,-0.260553,-0.123519,-0.319716,-0.133839,-0.117816,-0.133347,0.071138,0.090937,0.086678,-0.1386,0.170776,-0.000165,0.282767,0.216478,-0.103538,-0.117933,-0.36229,-0.111935,0.302229,-0.171034,-0.180607,-0.230869,0.627081,-0.219802,-0.151387,-0.446624,-0.013246,0.33557,-0.131928,0.064176,-0.029879,-0.114399,0.552078,-0.203401,-0.2508,0.21145,Cluster4
-0.115968,0.410358,-0.336058,-0.023023,0.448694,-0.14112,0.018502,0.275132,-0.049849,-0.426354,-0.217788,-0.305576,0.347967,-0.186494,-0.160968,-0.226319,-0.371419,-0.232773,-0.08225,-0.203451,-0.019176,0.057739,-0.135406,-0.110694,0.249666,-0.098208,0.269194,0.339058,-0.054039,-0.081958,-0.620397,-0.026034,0.273847,-0.25838,-0.252291,-0.292201,0.876468,-0.168407,-0.114257,-0.391534,-0.053004,0.393629,-0.197458,0.235476,-0.044876,-0.203081,0.603343,-0.342422,-0.295643,0.255856,Cluster4
-0.053962,0.243422,0.005877,0.007636,0.25591,-0.153248,-0.024495,0.21563,0.021511,-0.17894,-0.111961,-0.224092,0.144253,0.019962,-0.162829,-0.170966,-0.130588,-0.051933,-0.052341,-0.156746,-0.015097,0.111774,0.023927,-0.063521,0.051296,0.106059,0.198266,0.12593,0.027731,0.021142,-0.246911,0.007433,0.147023,-0.095463,-0.060909,0.041696,0.407237,-0.092851,-0.17504,-0.1735,0.139465,0.283428,-0.112242,-0.057811,-0.035486,-0.147811,0.269285,-0.169157,-0.112207,0.095269,Cluster4
0.01442,0.140455,-0.007931,0.047615,0.156484,-0.008866,-0.012943,0.06313,-0.132909,-0.218471,-0.012516,-0.137802,-0.020453,-0.07674,-0.066099,-0.104759,-0.241625,-0.036158,-0.079239,-0.101533,0.007095,0.054993,-0.019181,-0.062712,0.120002,0.018118,0.154773,0.079392,0.123678,0.082659,-0.25352,0.094747,0.158935,-0.028461,-0.107443,-0.123652,0.159416,-0.009022,-0.018537,-0.103764,-0.029486,0.205335,0.022472,0.04289,0.068096,-0.113496,0.298503,-0.052022,-0.202949,0.08505,Cluster4
-0.061347,0.220578,-0.130098,0.021303,0.289187,-0.058501,0.069211,0.157366,-0.028474,-0.243071,-0.075886,-0.19686,0.223417,-0.091015,-0.156908,-0.178589,-0.320137,-0.07269,-0.107164,-0.19716,0.033809,0.05414,0.003099,-0.018352,0.13144,0.033822,0.179614,0.115482,-0.06489,-0.027788,-0.314503,0.030662,0.195391,-0.070551,-0.164379,-0.149065,0.471547,-0.17443,-0.07955,-0.219904,-0.033769,0.256604,-0.090475,0.148998,-0.016219,-0.145741,0.357108,-0.173815,-0.23307,0.083998,Cluster4
-0.100624,0.408067,-0.226295,-0.066946,0.421526,-0.010829,0.027736,0.225571,-0.016498,-0.392052,-0.169425,-0.397787,0.311693,-0.016942,-0.205156,-0.304615,-0.36319,-0.14889,-0.093888,-0.182868,0.048341,0.10414,-0.082079,-0.075077,0.254988,0.068228,0.291455,0.302888,-0.099317,-0.094362,-0.42289,0.053234,0.285899,-0.172391,-0.231475,-0.238817,0.741102,-0.192678,-0.100222,-0.362418,-0.004734,0.355136,-0.119937,0.127417,0.016898,-0.212109,0.578849,-0.253958,-0.296526,0.171966,Cluster4
-0.052958,0.154265,-0.079618,0.014439,0.28065,-0.036473,0.03076,0.120589,-0.071497,-0.200887,-0.059231,-0.199534,0.151186,-0.02456,-0.07113,-0.110156,-0.215055,-0.051194,-0.049719,-0.149609,0.005909,0.027882,-0.027009,-0.023715,0.104059,0.050315,0.192919,0.095624,0.007304,-0.007685,-0.176397,0.004702,0.161933,-0.073719,-0.127798,-0.078922,0.313057,-0.060994,-0.037286,-0.157632,0.004482,0.197002,-0.085101,0.095331,-0.014905,-0.077961,0.28847,-0.091356,-0.149195,0.059556,Cluster4
-0.15088,0.412727,-0.271468,-0.026465,0.482677,-0.10068,0.047125,0.253131,-0.038603,-0.438545,-0.2097,-0.393385,0.391687,-0.082145,-0.18455,-0.247197,-0.402841,-0.135668,-0.126235,-0.214599,0.01139,0.101754,-0.054332,-0.099498,0.224756,0.018777,0.308187,0.299492,-0.08538,-0.109644,-0.525716,-0.000049,0.275656,-0.180331,-0.241357,-0.271897,0.800494,-0.145544,-0.173641,-0.451544,-0.028557,0.459976,-0.171006,0.148288,-0.054192,-0.180308,0.626668,-0.259435,-0.315468,0.201615,Cluster4
-0.177291,0.47141,-0.317816,-0.032924,0.534844,-0.11273,0.052422,0.285232,-0.032103,-0.48912,-0.242094,-0.451025,0.44957,-0.097339,-0.204201,-0.277926,-0.453849,-0.151561,-0.139794,-0.233867,0.013666,0.111218,-0.066074,-0.116596,0.249239,0.017995,0.34364,0.351913,-0.104499,-0.137147,-0.599425,-0.005704,0.30835,-0.204395,-0.27495,-0.309246,0.912687,-0.159265,-0.204341,-0.518157,-0.033466,0.529117,-0.19332,0.162748,-0.062478,-0.203226,0.708493,-0.294027,-0.356789,0.234822,Cluster4
0.000778,0.079187,-0.037829,0.022635,0.160688,-0.06614,0.022355,0.014979,0.024456,-0.049789,0.008544,-0.031753,0.013439,-0.03899,-0.028678,-0.104457,-0.169987,-0.048419,-0.024493,-0.10832,-0.042869,-0.017988,0.019874,-0.001023,0.075206,0.085156,0.078885,-0.010368,0.073631,0.103721,-0.044062,0.042845,0.092014,-0.029874,-0.027715,-0.042149,0.097393,-0.084833,0.004786,0.008823,0.050849,-0.003929,-0.035266,0.056427,0.008471,-0.002274,0.092149,-0.050839,-0.052954,0.031359,Cluster4
