@relation ellipsoid.50d4c.1

@attribute F1 numeric
@attribute F2 numeric
@attribute F3 numeric
@attribute F4 numeric
@attribute F5 numeric
@attribute F6 numeric
@attribute F7 numeric
@attribute F8 numeric
@attribute F9 numeric
@attribute F10 numeric
@attribute F11 numeric
@attribute F12 numeric
@attribute F13 numeric
@attribute F14 numeric
@attribute F15 numeric
@attribute F16 numeric
@attribute F17 numeric
@attribute F18 numeric
@attribute F19 numeric
@attribute F20 numeric
@attribute F21 numeric
@attribute F22 numeric
@attribute F23 numeric
@attribute F24 numeric
@attribute F25 numeric
@attribute F26 numeric
@attribute F27 numeric
@attribute F28 numeric
@attribute F29 numeric
@attribute F30 numeric
@attribute F31 numeric
@attribute F32 numeric
@attribute F33 numeric
@attribute F34 numeric
@attribute F35 numeric
@attribute F36 numeric
@attribute F37 numeric
@attribute F38 numeric
@attribute F39 numeric
@attribute F40 numeric
@attribute F41 numeric
@attribute F42 numeric
@attribute F43 numeric
@attribute F44 numeric
@attribute F45 numeric
@attribute F46 numeric
@attribute F47 numeric
@attribute F48 numeric
@attribute F49 numeric
@attribute F50 numeric
@attribute class{Cluster1,Cluster2,Cluster3,Cluster4}

@data
-0.196312,-0.002478,-0.060828,-0.006794,-0.045385,-0.119847,0.035561,-0.007799,0.021628,0.158832,-0.124302,0.050541,-0.008277,0.063727,0.052915,-0.025686,0.010666,0.058357,0.059539,-0.006437,0.026766,-0.10336,0.024639,0.070415,0.069707,-0.014185,-0.019322,0.040618,0.014834,-0.028062,-0.095502,-0.031151,0.085361,-0.041547,0.098824,-0.049558,0.032888,-0.003079,-0.060606,0.102863,-0.013119,-0.046314,0.029443,-0.113437,-0.038237,0.009462,-0.052252,0.01544,-0.076783,-0.029799,Cluster1
-0.291063,0.003257,-0.078553,-0.041589,-0.058587,-0.206302,0.119092,-0.042622,0.066451,0.250351,-0.226122,0.044734,0.000919,0.075579,0.10676,-0.046082,0.037869,0.069427,0.102052,0.010491,0.059677,-0.223937,0.023843,0.147388,0.128665,-0.037291,-0.017809,0.024559,0.063393,-0.035547,-0.11232,-0.064698,0.130366,-0.093811,0.172152,-0.075038,0.085642,-0.014193,-0.094779,0.166548,-0.054254,-0.018006,0.051791,-0.193784,-0.063612,0.02357,-0.070158,-0.032333,-0.161347,-0.03991,Cluster1
-0.080718,-0.012549,-0.065165,0.028176,-0.06599,-0.043719,-0.007602,0.05241,-0.001155,0.072016,-0.054402,0.070759,-0.008903,0.041267,0.018352,-0.032663,-0.026501,0.056677,0.061462,-0.018759,-0.024501,0.005268,0.018871,0.018907,0.017627,-0.003716,-0.00108,0.052734,-0.000583,-0.033497,-0.107809,-0.008963,0.037109,0.002108,0.024306,-0.018953,-0.014936,-0.000773,-0.05476,0.04258,0.045642,-0.072996,0.035591,-0.040091,-0.025819,-0.007314,-0.027128,0.065802,-0.004789,-0.005682,Cluster1
-0.061355,-0.009227,-0.038499,0.041617,-0.033966,0.004122,-0.064499,0.039827,-0.030743,0.035154,-0.003232,0.055285,-0.01357,0.036929,-0.010129,-0.00382,-0.020887,0.043991,0.015234,-0.034183,-0.017586,0.050815,0.028141,-0.020382,0.009704,0.009276,-0.018875,0.051204,-0.036015,-0.007339,-0.070356,0.015859,0.02969,0.014684,0.017066,-0.014577,-0.036411,0.006176,-0.009009,0.025396,0.036804,-0.089237,0.009386,-0.011038,0.000819,-0.010008,-0.038681,0.08138,0.04119,-0.028769,Cluster1
-0.162801,0.025139,-0.063115,0.005694,-0.038901,-0.107034,0.012633,-0.015346,0.032149,0.119755,-0.117879,0.058105,-0.00159,0.07075,0.060516,-0.010182,0.010531,0.076896,0.05958,-0.022856,0.014767,-0.075476,0.015932,0.057677,0.076321,-0.01508,-0.001926,0.047775,0.005373,-0.018086,-0.083419,-0.013145,0.081682,-0.037469,0.089837,-0.050922,0.043459,-0.015596,-0.072972,0.08198,-0.024263,-0.045415,0.022006,-0.09735,-0.015114,0.001228,-0.053848,0.016185,-0.081249,-0.043711,Cluster1
-0.345024,-0.000579,-0.082522,-0.029273,-0.081675,-0.241126,0.141115,-0.040025,0.069014,0.274765,-0.262505,0.052728,0.026709,0.06516,0.136167,-0.067514,0.054757,0.066269,0.132333,0.019945,0.064397,-0.278515,0.032607,0.18037,0.151368,-0.03956,-0.019038,0.019619,0.078552,-0.036207,-0.102639,-0.070261,0.120335,-0.130524,0.191831,-0.085764,0.115581,-0.017902,-0.103688,0.17988,-0.072955,0.002517,0.06103,-0.236256,-0.069879,0.012736,-0.067216,-0.051671,-0.196675,-0.052545,Cluster1
-0.067558,0.001187,-0.045478,0.037885,-0.020187,-0.00415,-0.076018,0.03318,-0.039706,0.040508,0.007685,0.061123,-0.019538,0.040782,-0.020726,-0.004363,-0.02523,0.050698,0.011802,-0.025647,-0.004897,0.058996,0.022536,-0.025408,-0.003873,0.019038,-0.015155,0.064278,-0.031932,-0.020326,-0.066386,0.032582,0.035258,0.024607,0.012795,-0.00117,-0.031835,0.012341,-0.009075,0.016642,0.041633,-0.066925,0.003824,-0.000402,-0.003144,-0.009841,-0.029112,0.075516,0.028155,-0.026026,Cluster1
-0.255519,-0.001188,-0.078493,-0.034059,-0.043837,-0.176636,0.100937,-0.03547,0.049635,0.21961,-0.195955,0.049235,-0.002276,0.076123,0.09355,-0.043222,0.029893,0.063379,0.081054,0.002521,0.054162,-0.184857,0.021458,0.121189,0.10558,-0.025957,-0.010359,0.03088,0.052204,-0.030504,-0.111549,-0.046401,0.11492,-0.081131,0.146388,-0.063266,0.066984,-0.008497,-0.08512,0.149073,-0.043026,-0.032443,0.049325,-0.162007,-0.048774,0.01475,-0.065145,-0.011632,-0.135232,-0.037696,Cluster1
-0.293383,0.002203,-0.089007,-0.058467,-0.066406,-0.21079,0.128257,-0.047696,0.073609,0.266202,-0.228528,0.045765,-0.018723,0.078428,0.111436,-0.046258,0.041049,0.061189,0.096711,0.005538,0.060626,-0.251597,0.026194,0.165452,0.131318,-0.034824,-0.019562,0.017772,0.07619,-0.029471,-0.090308,-0.070484,0.108208,-0.099081,0.171569,-0.076632,0.083544,-0.007226,-0.098844,0.197459,-0.058424,-0.014217,0.054376,-0.217929,-0.064807,0.038186,-0.065029,-0.028672,-0.193643,-0.041098,Cluster1
-0.271866,0.002464,-0.075694,-0.034967,-0.056481,-0.189488,0.104128,-0.036413,0.058313,0.232903,-0.207605,0.046216,-0.000424,0.073542,0.096954,-0.042345,0.032659,0.066964,0.095253,0.007656,0.053734,-0.201218,0.023305,0.133478,0.117968,-0.033824,-0.017544,0.027726,0.054953,-0.033711,-0.108993,-0.057421,0.122363,-0.084668,0.158653,-0.070016,0.075641,-0.012005,-0.088008,0.154868,-0.046977,-0.022969,0.047961,-0.17848,-0.059158,0.020883,-0.067577,-0.023484,-0.145332,-0.038128,Cluster1
-0.114986,-0.022662,-0.072069,0.019099,-0.056302,-0.056179,-0.012482,0.024089,-0.007374,0.071545,-0.068052,0.059427,-0.011849,0.070833,0.023465,0.003186,-0.017416,0.040688,0.03206,0.010911,0.000794,-0.038362,0.016214,0.016408,0.04262,-0.024213,-0.023753,0.029785,-0.021051,-0.020238,-0.074044,-0.004361,0.0486,-0.008193,0.050526,-0.026208,0.010568,0.010413,-0.029802,0.067724,0.029293,-0.06764,0.016813,-0.049841,-0.027448,-0.000087,-0.067951,0.08144,-0.037229,0.003948,Cluster1
-0.07546,-0.008886,-0.030878,0.042422,-0.029927,-0.02159,-0.041315,0.027788,-0.019748,0.053502,-0.01355,0.074176,-0.011703,0.045337,-0.003307,0.017349,-0.008035,0.044509,0.018114,-0.043013,-0.006729,0.029416,0.014649,-0.000613,-0.001576,-0.019341,-0.010713,0.045792,-0.021115,-0.010753,-0.078017,0.024854,0.04863,0.022624,0.020329,-0.035891,-0.040476,-0.00502,-0.013774,0.051336,0.04212,-0.062674,0.027213,-0.014857,-0.002475,0.012457,-0.042217,0.062893,0.029758,-0.02405,Cluster1
-0.210731,-0.007187,-0.06467,-0.022152,-0.06262,-0.160298,0.02819,-0.013403,0.030897,0.175145,-0.158491,0.052471,-0.003036,0.061646,0.049018,-0.040016,0.03126,0.070005,0.070976,0.002924,0.022966,-0.105869,0.026673,0.09892,0.076553,-0.019585,-0.031289,0.053842,0.011702,-0.01931,-0.082689,-0.013847,0.111902,-0.045337,0.123886,-0.065664,0.056716,-0.010287,-0.043742,0.117684,-0.030699,-0.046832,0.05104,-0.123571,-0.054547,0.002426,-0.066429,0.024706,-0.105704,-0.030765,Cluster1
-0.319248,0.001142,-0.075065,-0.058798,-0.051515,-0.228581,0.140684,-0.040369,0.087684,0.250198,-0.250298,0.022471,-0.012243,0.080174,0.117934,-0.037936,0.028793,0.092096,0.106507,0.020863,0.074097,-0.264889,0.038104,0.160373,0.13913,-0.041364,-0.034439,0.026309,0.088059,-0.048737,-0.134204,-0.073599,0.140822,-0.089097,0.185191,-0.105102,0.083525,-0.020666,-0.089926,0.191259,-0.065164,-0.001381,0.051375,-0.203424,-0.064592,0.034116,-0.057405,-0.052579,-0.179455,-0.030145,Cluster1
-0.09548,-0.000914,-0.051358,0.032688,-0.034775,-0.02358,-0.046138,0.013731,-0.026454,0.062905,-0.028178,0.065962,-0.014231,0.055977,0.005459,-0.00477,-0.021793,0.027468,0.030071,-0.028515,-0.008474,0.023794,0.021021,-0.016596,0.007215,-0.000997,-0.014861,0.068007,-0.026217,-0.016179,-0.077675,0.014364,0.042402,0.008241,0.0147,-0.013009,-0.021884,0.01097,-0.030196,0.038026,0.031956,-0.078782,0.006692,-0.023856,-0.011311,-0.003602,-0.032413,0.061871,0.017947,-0.040505,Cluster1
-0.130128,0.002079,-0.05823,0.01316,-0.03854,-0.058816,-0.009046,0.011374,-0.003299,0.106084,-0.073024,0.058155,-0.008626,0.052773,0.022063,-0.014465,-0.004014,0.051542,0.041644,-0.01516,0.009915,-0.030442,0.018072,0.020389,0.036224,-0.002274,-0.01695,0.048247,-0.014228,-0.023338,-0.085297,0.000281,0.058475,-0.01712,0.056729,-0.035377,-0.005172,0.003844,-0.03384,0.063514,0.009207,-0.06252,0.018679,-0.064399,-0.030637,0.004883,-0.048267,0.044425,-0.027056,-0.028699,Cluster1
-0.228277,-0.007688,-0.070873,-0.041295,-0.035609,-0.121157,0.052289,-0.025195,0.033916,0.18421,-0.15119,0.058399,-0.014276,0.065203,0.074481,-0.026821,0.035435,0.054764,0.075017,0.0204,0.026462,-0.152154,0.024314,0.090046,0.086987,-0.035949,-0.023835,0.047915,0.030661,-0.0156,-0.108308,-0.01825,0.097654,-0.035728,0.137382,-0.047128,0.049805,0.007834,-0.098392,0.129035,-0.013144,-0.047009,0.050462,-0.127987,-0.044446,0.029324,-0.066427,-0.023071,-0.123075,-0.037254,Cluster1
-0.253299,-0.001119,-0.073801,-0.036304,-0.058637,-0.18014,0.08547,-0.032074,0.05135,0.233718,-0.213765,0.04822,0.003864,0.058291,0.095412,-0.049489,0.03822,0.061638,0.089914,0.0058,0.050385,-0.201889,0.011256,0.130216,0.126649,-0.052964,-0.023298,0.029273,0.0495,-0.030673,-0.107227,-0.051544,0.125761,-0.085297,0.15984,-0.073171,0.079511,-0.001019,-0.087606,0.151924,-0.041731,-0.016001,0.040564,-0.176192,-0.057956,0.008766,-0.068324,-0.025203,-0.137443,-0.036242,Cluster1
-0.264469,0.00149,-0.073394,-0.031293,-0.057935,-0.183759,0.098083,-0.035992,0.052198,0.225781,-0.198077,0.044027,0.000626,0.071394,0.091535,-0.037451,0.032202,0.066102,0.087228,0.006135,0.048918,-0.190554,0.024034,0.127448,0.105605,-0.032542,-0.015001,0.030804,0.051401,-0.032697,-0.105793,-0.054876,0.117218,-0.079997,0.154091,-0.066526,0.072031,-0.009399,-0.08523,0.14926,-0.047543,-0.020332,0.048064,-0.171711,-0.05584,0.017361,-0.069948,-0.016875,-0.142349,-0.039835,Cluster1
-0.292636,0.002472,-0.083101,-0.045309,-0.056292,-0.214494,0.124612,-0.04984,0.070708,0.259319,-0.233301,0.038472,-0.005755,0.083764,0.114033,-0.049297,0.044046,0.071348,0.107452,0.007051,0.063664,-0.228943,0.018912,0.154132,0.140282,-0.035909,-0.024313,0.024816,0.06719,-0.035033,-0.116945,-0.069485,0.135088,-0.094775,0.180659,-0.072183,0.089431,-0.012962,-0.099596,0.170447,-0.05491,-0.01121,0.051972,-0.198401,-0.076462,0.025545,-0.069735,-0.038343,-0.17621,-0.041928,Cluster1
-0.070678,-0.001077,-0.040402,0.02852,-0.040803,-0.004729,-0.058242,0.02958,-0.034335,0.055943,-0.013495,0.061776,-0.002759,0.05172,-0.006067,-0.000277,-0.032435,0.056322,0.027282,-0.019563,-0.00864,0.040009,0.021439,-0.02656,0.010197,-0.003991,-0.011494,0.059719,-0.029186,-0.012617,-0.090281,0.018009,0.042945,0.005535,0.016704,-0.014474,-0.025094,0.009664,-0.010845,0.037486,0.028708,-0.071264,0.009772,-0.021895,-0.014334,-0.005763,-0.042709,0.056393,0.019659,-0.015788,Cluster1
-0.263892,0.003261,-0.074982,-0.03222,-0.054187,-0.183248,0.096327,-0.031296,0.052257,0.225272,-0.198837,0.050077,-0.002392,0.072817,0.09157,-0.039271,0.031464,0.06549,0.091848,0.005792,0.050037,-0.190498,0.023099,0.126877,0.115679,-0.032055,-0.017318,0.028813,0.047507,-0.034247,-0.108032,-0.052936,0.119904,-0.079188,0.154102,-0.068069,0.071372,-0.008669,-0.085459,0.149004,-0.043028,-0.025895,0.046231,-0.170034,-0.057233,0.020563,-0.064708,-0.01913,-0.137796,-0.039228,Cluster1
-0.342755,0.00165,-0.081773,-0.05604,-0.063277,-0.252973,0.154892,-0.058139,0.086195,0.293658,-0.274052,0.039604,0.004349,0.080511,0.127885,-0.062375,0.051354,0.072142,0.122528,0.01214,0.070028,-0.281821,0.021398,0.185521,0.153656,-0.044964,-0.015087,0.015668,0.085024,-0.041983,-0.123377,-0.086544,0.147782,-0.116667,0.203272,-0.08373,0.110241,-0.02422,-0.105992,0.199047,-0.073264,0.000559,0.064737,-0.23242,-0.076,0.032581,-0.073547,-0.055953,-0.199636,-0.042518,Cluster1
-0.301642,0.004244,-0.091672,-0.044279,-0.061701,-0.215036,0.121289,-0.054875,0.074179,0.254013,-0.239516,0.047327,0.006151,0.079026,0.117273,-0.043199,0.044337,0.073547,0.105371,0.01186,0.056649,-0.234909,0.02431,0.164023,0.120376,-0.035778,-0.016201,0.029991,0.070131,-0.033023,-0.112499,-0.066761,0.133119,-0.092009,0.174386,-0.078546,0.089298,-0.011541,-0.105827,0.182753,-0.057778,-0.019425,0.057311,-0.2103,-0.083188,0.024931,-0.069346,-0.029213,-0.17058,-0.04911,Cluster1
-0.13479,-0.002402,-0.047438,-0.0106,-0.053218,-0.100452,0.004717,0.000651,0.021972,0.12163,-0.059043,0.048595,-0.035915,0.057551,0.040047,-0.034884,-0.000993,0.054255,0.06804,0.001454,0.03043,-0.060994,0.032585,0.034277,0.067402,0.001658,-0.021456,0.043545,0.014164,-0.02758,-0.096563,-0.015291,0.090068,-0.061106,0.08655,-0.034018,-0.03863,-0.006343,-0.093575,0.083463,0.03203,-0.059725,0.00916,-0.066,-0.035984,0.012382,-0.021073,0.007297,-0.005499,-0.040004,Cluster1
-0.180856,-0.000692,-0.063648,0.015687,-0.043141,-0.08802,0.006603,-0.002613,0.00902,0.144136,-0.104576,0.04538,-0.006665,0.062816,0.05698,-0.018792,0.01373,0.069612,0.0619,-0.011684,0.030908,-0.086271,0.02025,0.05559,0.070671,-0.00867,-0.007041,0.044049,0.003864,-0.024947,-0.093917,-0.020245,0.094967,-0.023675,0.091202,-0.051023,0.015405,-0.021207,-0.031424,0.078352,-0.019462,-0.038534,0.026654,-0.121009,-0.041333,0.017737,-0.059687,0.019106,-0.035173,-0.036455,Cluster1
-0.176217,0.005292,-0.067618,0.020353,-0.044997,-0.090876,0.020945,-0.002752,0.006497,0.133026,-0.101735,0.045977,0.00746,0.070848,0.039228,-0.008726,0.001868,0.03556,0.035412,-0.009774,0.024774,-0.06649,0.022645,0.063794,0.042225,-0.020753,-0.016036,0.031638,0.005516,-0.03345,-0.086029,0.02381,0.076659,-0.020205,0.080941,-0.02872,0.026387,-0.013614,-0.054957,0.088778,0.006791,-0.052532,0.038011,-0.083581,0.00898,0.005468,-0.036992,0.003404,-0.033645,-0.005319,Cluster1
-0.242611,-0.00321,-0.064726,-0.031505,-0.045677,-0.157522,0.037891,-0.018932,0.02407,0.201176,-0.16422,0.027093,-0.003682,0.062344,0.072952,0.000346,0.022665,0.057733,0.079772,0.020465,0.053156,-0.172396,0.009108,0.119198,0.087173,-0.01685,-0.010413,0.040967,0.028495,-0.045278,-0.122242,-0.042781,0.106963,-0.066907,0.13441,-0.063857,0.034951,0.006168,-0.09331,0.142806,-0.036428,-0.020616,0.025034,-0.162444,-0.076061,0.014585,-0.026642,-0.002494,-0.112544,-0.008794,Cluster1
-0.208848,-0.001186,-0.065109,-0.01457,-0.048718,-0.13237,0.050832,-0.013203,0.030231,0.173396,-0.145453,0.05139,-0.004217,0.066309,0.062286,-0.028473,0.014863,0.061128,0.071986,-0.000872,0.032638,-0.126227,0.022085,0.082966,0.081932,-0.021509,-0.017173,0.037914,0.026424,-0.029971,-0.098718,-0.033118,0.093161,-0.051886,0.112817,-0.052459,0.040353,-0.00655,-0.064931,0.113099,-0.020813,-0.04014,0.037281,-0.125772,-0.043066,0.010593,-0.057003,0.008569,-0.091236,-0.033763,Cluster1
-0.163699,-0.001796,-0.056436,0.04477,-0.049569,-0.081846,0.021102,0.036034,0.020814,0.145467,-0.112765,0.027787,0.009591,0.08708,0.053444,-0.024284,-0.028378,0.099034,0.081822,0.019143,0.055113,-0.046412,0.031818,0.050107,0.062947,-0.049805,-0.004519,0.051406,0.011573,-0.004344,-0.110257,-0.008542,0.083727,-0.028862,0.1238,-0.03207,0.028674,-0.046171,-0.035004,0.104318,0.023032,-0.02901,0.037562,-0.111447,-0.033213,-0.00654,-0.065281,0.047804,-0.07813,-0.052423,Cluster1
-0.12889,-0.020421,-0.057711,0.035864,-0.049937,-0.050484,-0.015634,0.017259,-0.00943,0.093496,-0.058796,0.055026,0.008977,0.058429,0.020237,-0.014072,-0.014648,0.041872,0.049342,-0.02809,0.007492,-0.00277,0.018352,0.022357,0.028829,0.014365,-0.022083,0.048626,-0.0305,-0.028012,-0.083118,0.003954,0.062115,-0.009237,0.039148,-0.038538,0.003317,0.012524,-0.022844,0.053834,0.00856,-0.064836,0.034235,-0.068761,-0.033767,0.012862,-0.049703,0.040852,-0.021355,-0.018152,Cluster1
-0.181839,0.013907,-0.063598,-0.004821,-0.035974,-0.107799,0.029462,-0.007248,0.02334,0.146343,-0.123358,0.05385,-0.023385,0.062596,0.057875,-0.012558,0.003843,0.065115,0.062585,-0.005638,0.028778,-0.10406,0.034522,0.061214,0.075301,-0.015319,-0.009012,0.04844,0.011276,-0.020862,-0.081597,-0.028445,0.078095,-0.041444,0.0872,-0.061524,0.047845,-0.003054,-0.062244,0.093068,-0.007576,-0.053259,0.022478,-0.110016,-0.03897,-0.000364,-0.060945,0.0168,-0.064243,-0.025493,Cluster1
-0.317369,0.004303,-0.084721,-0.052202,-0.062763,-0.231019,0.142879,-0.052389,0.077893,0.275963,-0.254337,0.042089,0.00342,0.07937,0.119558,-0.051489,0.046309,0.072474,0.112519,0.016114,0.067877,-0.256541,0.024199,0.16904,0.146358,-0.043558,-0.017269,0.020477,0.076329,-0.037502,-0.117182,-0.076814,0.143489,-0.108133,0.190488,-0.082273,0.100849,-0.015946,-0.105793,0.182983,-0.065563,-0.010464,0.05695,-0.215311,-0.069121,0.025896,-0.074498,-0.045942,-0.184555,-0.043104,Cluster1
-0.092403,0.00373,-0.053509,0.011852,-0.036207,-0.038245,-0.02969,0.02209,-0.013795,0.0765,-0.044409,0.050328,-0.009229,0.050513,0.006418,-0.01191,-0.017664,0.054038,0.038353,-0.025626,-0.000942,-0.000477,0.021582,0.009134,0.025296,-0.007449,-0.01714,0.066015,-0.032985,-0.014985,-0.075492,0.016068,0.055813,0.003475,0.044084,-0.025987,-0.016903,0.013302,-0.032599,0.048223,0.02056,-0.079026,0.011992,-0.036442,-0.022013,-0.011149,-0.046248,0.056413,-0.012109,-0.024295,Cluster1
-0.102577,-0.00424,-0.051666,0.016368,-0.035745,-0.044481,-0.029453,0.018902,-0.008127,0.085095,-0.048979,0.063581,-0.007506,0.053903,0.008601,-0.013944,-0.012581,0.043044,0.034411,-0.017725,0.005801,-0.006061,0.021244,0.006941,0.023689,0.000609,-0.018181,0.047287,-0.031494,-0.016586,-0.08521,0.006472,0.052905,0.004799,0.043322,-0.032099,-0.01331,0.006248,-0.036174,0.05384,0.022591,-0.064375,0.014048,-0.050268,-0.019706,-0.003901,-0.041933,0.055535,-0.005245,-0.022481,Cluster1
-0.342232,0.00545,-0.099788,-0.040304,-0.067155,-0.244334,0.142101,-0.058,0.086376,0.272885,-0.24916,0.055484,-0.010696,0.069074,0.135693,-0.048304,0.069974,0.063695,0.117576,0.030309,0.070933,-0.260732,0.019797,0.176796,0.149985,-0.04133,-0.022639,0.037359,0.079127,-0.023504,-0.121003,-0.077175,0.132097,-0.11412,0.193735,-0.115986,0.082526,-0.013472,-0.104858,0.186659,-0.060206,-0.018136,0.045712,-0.212188,-0.070435,0.03493,-0.065528,-0.041004,-0.1788,-0.038694,Cluster1
-0.311941,-0.005261,-0.085303,-0.026989,-0.03784,-0.210476,0.097914,-0.047215,0.066198,0.272593,-0.202288,0.043368,0.014717,0.0756,0.114743,-0.025532,0.030922,0.085634,0.091077,0.017117,0.063639,-0.202609,0.021689,0.14445,0.130753,-0.041676,-0.019746,0.013785,0.063715,-0.03728,-0.095807,-0.056273,0.125474,-0.105197,0.174906,-0.067899,0.084123,-0.015047,-0.094002,0.165648,-0.076179,-0.019057,0.051562,-0.195609,-0.050339,0.029673,-0.074722,-0.016547,-0.16031,-0.03586,Cluster1
-0.232912,0.013997,-0.049209,0.003623,-0.059732,-0.120618,0.074514,-0.06088,0.045801,0.21085,-0.146612,0.048985,-0.00389,0.047559,0.113803,-0.053297,0.040468,0.083415,0.109195,-0.013553,0.06539,-0.156437,0.013593,0.102733,0.085708,-0.012291,0.001726,0.033485,0.030276,-0.017695,-0.087644,-0.048616,0.114735,-0.082912,0.120714,-0.049894,0.086449,-0.011911,-0.09356,0.130031,-0.055693,-0.03943,0.051096,-0.154521,-0.050837,0.019757,-0.059323,-0.012328,-0.115276,-0.054041,Cluster1
-0.257655,-0.000869,-0.069486,-0.025099,-0.056481,-0.173524,0.072583,-0.030584,0.050281,0.215186,-0.192473,0.046258,0.004688,0.082213,0.080973,-0.043083,0.021721,0.066253,0.083232,0.003372,0.053469,-0.182156,0.023481,0.123319,0.114727,-0.035663,-0.02648,0.032304,0.041034,-0.034881,-0.108174,-0.048899,0.114177,-0.073967,0.146447,-0.066709,0.066925,-0.019064,-0.083445,0.1526,-0.032213,-0.026821,0.039141,-0.157539,-0.055726,0.02151,-0.066376,-0.020742,-0.137006,-0.035583,Cluster1
-0.143985,0.001469,-0.051315,0.002184,-0.046781,-0.090401,0.010361,-0.00851,0.001729,0.125735,-0.103778,0.070923,-0.015495,0.077407,0.038077,-0.013625,-0.002466,0.036701,0.045608,-0.019048,0.018347,-0.053811,0.020928,0.056429,0.047495,-0.023504,-0.01039,0.060755,0.007915,-0.026457,-0.109212,0.012709,0.083548,-0.037248,0.089767,-0.056034,0.009026,0.005589,-0.054505,0.088619,0.005852,-0.06194,0.019927,-0.08239,-0.034911,0.002542,-0.070427,0.023463,-0.048519,-0.001063,Cluster1
-0.193174,0.001106,-0.073017,0.013664,-0.070075,-0.096862,0.024396,-0.002635,0.009938,0.16769,-0.140526,0.022906,-0.011038,0.07874,0.068317,-0.00652,0.016141,0.042454,0.069615,0.017238,0.04664,-0.080192,0.008407,0.07293,0.077871,-0.01139,-0.000569,0.017809,-0.014544,-0.02843,-0.109296,-0.033536,0.052831,-0.051808,0.10843,-0.060322,0.017582,-0.011602,-0.067452,0.116518,-0.012314,-0.05702,0.036931,-0.11054,-0.06103,0.055547,-0.055412,0.033213,-0.068115,-0.036728,Cluster1
-0.087778,0.001093,-0.044684,0.031664,-0.028685,-0.025435,-0.046254,0.018147,-0.016817,0.07465,-0.008441,0.069435,-0.011266,0.043919,0.006277,-0.006054,-0.02113,0.041759,0.030269,-0.02315,0.001843,0.012402,0.022736,-0.011636,0.012716,0.011024,-0.018093,0.064725,-0.024177,-0.008936,-0.076842,0.007059,0.045153,0.007341,0.027181,-0.032281,-0.027274,0.01232,-0.025714,0.04359,0.016841,-0.072606,-0.001212,-0.026776,-0.019738,0.002849,-0.044218,0.059533,0.014154,-0.023025,Cluster1
-0.246246,-0.001523,-0.072334,-0.026125,-0.049165,-0.169614,0.086677,-0.024067,0.048053,0.206416,-0.182267,0.05885,0.000951,0.073877,0.082691,-0.033002,0.032807,0.068866,0.085604,0.013083,0.049447,-0.171342,0.020268,0.109066,0.105012,-0.027537,-0.022627,0.03028,0.037948,-0.034152,-0.109531,-0.049616,0.107041,-0.064896,0.136279,-0.069982,0.056631,-0.000179,-0.075128,0.140593,-0.037506,-0.02345,0.041275,-0.14965,-0.051172,0.02057,-0.056536,-0.005552,-0.121499,-0.032055,Cluster1
-0.171791,-0.000619,-0.058919,-0.003689,-0.040048,-0.100635,0.022483,0.000686,0.011161,0.141138,-0.109985,0.053057,-0.006784,0.057576,0.047322,-0.026642,0.003856,0.052868,0.065014,-0.004014,0.027238,-0.092923,0.018829,0.059703,0.069773,-0.016344,-0.01581,0.045474,0.016065,-0.027076,-0.097787,-0.016825,0.086367,-0.034277,0.090703,-0.048268,0.03171,-0.006842,-0.058349,0.091239,-0.00242,-0.046395,0.024834,-0.106262,-0.040536,0.00739,-0.052769,0.016949,-0.059884,-0.038048,Cluster1
-0.15394,-0.001494,-0.059042,0.005143,-0.041911,-0.08383,0.006993,0.003893,0.006767,0.123601,-0.091036,0.055211,-0.006769,0.058377,0.035414,-0.018328,-0.000216,0.054295,0.051229,-0.01129,0.016965,-0.059384,0.022147,0.041848,0.0509,-0.009009,-0.015863,0.045725,0.002011,-0.02377,-0.0896,-0.011991,0.071491,-0.025705,0.073238,-0.038509,0.012038,0.001006,-0.047587,0.080514,0.000205,-0.054407,0.025638,-0.083449,-0.030143,0.003809,-0.050454,0.032264,-0.044828,-0.028111,Cluster1
-0.299703,0.003019,-0.078241,-0.046396,-0.05692,-0.207606,0.127182,-0.043346,0.069789,0.259265,-0.23446,0.041544,0.002376,0.07641,0.108159,-0.049033,0.037529,0.070607,0.103692,0.009553,0.060449,-0.228549,0.027434,0.154314,0.132474,-0.036083,-0.015856,0.023092,0.065379,-0.031513,-0.113724,-0.066018,0.139353,-0.098468,0.176684,-0.078351,0.089176,-0.019808,-0.095594,0.174007,-0.058206,-0.017892,0.054416,-0.19546,-0.064885,0.028496,-0.074216,-0.03319,-0.17024,-0.042724,Cluster1
-0.207684,0.000499,-0.066823,-0.014836,-0.047243,-0.132142,0.052162,-0.015059,0.031133,0.173637,-0.14428,0.050929,-0.00457,0.065258,0.064844,-0.029183,0.014695,0.06029,0.07086,-0.002972,0.034794,-0.125829,0.021971,0.085042,0.081843,-0.020895,-0.016357,0.038817,0.026745,-0.02802,-0.098672,-0.033316,0.094665,-0.052529,0.113046,-0.053995,0.040365,-0.004784,-0.067521,0.114665,-0.020981,-0.039458,0.035529,-0.126575,-0.042624,0.012291,-0.059346,0.006477,-0.091213,-0.032508,Cluster1
